"","category","key","sentences"
"233","4","플랫폼","딥러닝이 적용된 인공지능 기술명 ( 플랫폼 ) 이라고 보면 될 것"
"234","4","플랫폼",". 이전에 소개한 애플의 스마트홈이 플랫폼 중심인 것에 반해 삼성전자와 LG"
"235","4","플랫폼",". 이전에 소개한 애플의 스마트홈이 플랫폼 중심인 것에 반해 삼성전자와 LG"
"236","4","플랫폼","~ 이전에 소개한 애플의 스마트홈이 플랫폼 중심인 것에 반해 삼성전자와 LG"
"237","4","플랫폼","있어 19 일 네이버 인공지능 플랫폼 네이버 클로바를 탑재한 ' 씽큐허브"
"238","4","플랫폼","대화 검색 등 네이버의 인공지능 플랫폼 ' 클로바 ' 가 제공하는"
"239","4","스피커","음성인식 인공지능 ( AI ) 스피커 개발과 보급에 많은 기업이 몰두하는"
"240","4","스피커","( AI ) 기능 블루투스 스피커 일정 확인 타이머 등 다양한"
"241","4","스피커","란 생각을 들게 했던 인공지능 스피커 LG 씽큐 허브와 함께 한지도"
"242","4","스피커","짱짱한 음악을 즐기게 해주는 블루투스 스피커 기능이 깔려 있어서 하루종일 저희집"
"243","4","스피커","셈 . . ㅎ 인공지능 스피커 LG 씽큐 허브와 함께 하는"
"244","4","스피커","허브 스피커형 기억하시죠 ? 일반형은 스피커 기능이 빠진 제품이라고 생각하면 되고요"
"245","4","스피커","허브 제품의 디자인 그리고 블루투스 스피커 음성인식을 기반으로 다양한 정보를 제공받을"
"246","4","스피커","하겠습니다 . LG 전자 인공지능 스피커 스마트씽큐 허브는 스마트씽큐 앱에 등록된"
"247","4","스피커","업그레이드 ~ LG 전자 AI 스피커 ? 스마트씽큐 허브 2.0 개봉기"
"248","4","스피커",". LG 전자 ? AI 스피커 ? 스마트씽큐 허브는 스마트 기능을"
"249","4","스피커","핫 ! 한 ? 블루투스 스피커 기능을 더해서 두루두루 아주 즐겁고"
"250","4","스피커","LG 전자 ? AI ? 스피커 ? 스마트씽큐 허브 2.0 을"
"251","4","스피커","LG 전자 ? AI ? 스피커 ? 스마트 씽큐 허브 2.0"
"252","4","스피커","LG 전자 ? AI ? 스피커 ? 스마트씽크 허브의 작동법과 설치법"
"253","4","스피커","LG 전자 ? AI ? 스피커 ? 스마트 씽큐 허브 2.0"
"254","4","스피커","LG 전자 ? 인공지능 ? 스피커 ? 스마트씽큐 허브 2.0 의"
"255","4","스피커","LG 전자 ? AI ? 스피커 ? 스마트씽큐 허브 2.0 의"
"256","4","스피커","ㅎ 프리미엄 음질을 구현해주는 블루투스 스피커 기능에 알기 쉬운 지능형 알림창을"
"257","4","스피커","전자 인공지능 ( AI ) 스피커 스마트씽큐 허브와 센서를 연동하는 베스언니의"
"258","4","스피커","? 등이 ? AI ? 스피커 ? 시장의 ? 문을 ?"
"259","4","스피커","? 알렉사를 ? 탑재한 ? 스피커 ? ' 에코 ' 를"
"260","4","스피커","삼성카드 ? 블로그지기도 ? AI 스피커 ? 하나 ? 갖고 ?"
"261","4","스피커","? 네이버 ? AI ? 스피커 ? 프렌즈 ? 증정 ?"
"262","4","스피커","제공합니다 . 또한 LG 포터블 스피커 수준의 뛰어난 음질로 블루투스 스피커로"
"263","4","스피커","비서가 되어줄 LG 전자의 인공지능 스피커 스마트씽큐 허브 2.0 에 대해서"
"264","4","스피커",". . . LG 인공지능 스피커 스마트씽큐 허브를 살펴보면 상측에는 네"
"265","4","스피커","에서는 ? 1 년전부터 인공지능 스피커 ? 누구 ( NUGU )"
"266","4","스피커",". 노래를 부르는 SK 인공지능 스피커 NUGU 원하는 누구나를 위한다면누구도 되어줄"
"267","4","스피커","통신사 뿐 아니라 대형 포털에서도인공지능 스피커 개발에 혈안이 되어 있는 가운데"
"268","4","스피커","가운데 LG ? 전자는 인공지능 스피커 ? ' 씽큐 ? 허브"
"269","4","스피커","공간을 마련했습니다 . 씽큐 ? 스피커 뿐 ? 아니라 ? 씽큐를"
"270","4","스피커","LG ? 전자 ? 인공지능 스피커 ? ' 씽큐 ? 허브"
"271","4","스피커","수 있습니다 . 특히 인공지능 스피커 ? ' 씽큐 ? 허브"
"272","4","스피커","인공지능 스피커 ? LG ? 씽큐 허브"
"273","4","스피커","추세에 부응하면서 출시된 LG 인공지능 스피커 LG 씽큐 허브 역시 t"
