,Unnamed: 0,X,category,key,sentences,senti,score1,score2,score3
17992,17993,17993,5,활용,네이버 클로바 _ 다양한 서비스 활용 -,NA,NA,NA,NA
17993,17994,17994,5,활용,때마다 동봉된 3 개의 센서들을 활용 가능해 유연한 활용이 매력적입니다,NA,NA,NA,NA
17994,17995,17995,5,활용,원격으로 기능을 수행하거나 예약을 설정해 활용 가능했습니다,NA,NA,NA,NA
17995,17996,17996,5,활용,스마트씽큐 스피커형의 경우 블루투스 스피커로도 활용 가능하고 출력이 상당하기에 이를 겸한,NA,NA,NA,NA
17996,17997,17997,5,활용,IBK ) - 6P 삼성 활용 소프트뱅크와 IOT 와 AI,NA,NA,NA,NA
17997,17998,17998,5,활용,/ 5G Connectivity 등 여러분야에 활용,NA,NA,NA,NA
17998,17999,17999,5,활용,( 활용 정도에 따라 씽큐를 더 스마트하게,NA,NA,NA,NA
17999,18000,18000,5,활용,echo ( Alexa ) 의 활용 다양한 활용이 가능,NA,NA,NA,NA
18000,18001,18001,5,청정기,와이파이 기능이 있는공기 청정기,NA,NA,NA,NA
18001,18002,18002,5,청정기,10 년 먹은 네모난 공기 청정기 대신반년마다 필터도 갈아 주고머리 들어,NA,NA,NA,NA
18002,18003,18003,5,화면,LG 스마트씽큐 허브 LCD 화면 밑에 있는 버튼을 눌러보면 ',NA,NA,NA,NA
18003,18004,18004,5,화면,라는 음성 호출을 명령을 사용하거나 화면 하단의 음성호출 버튼을 누르고 날씨를,NA,NA,NA,NA
18004,18005,18005,5,화면,항공사 위치 등의 필요한 정보를 화면 및 음성으로 알려 주기 때문에,NA,NA,NA,NA
18005,18006,18006,5,화면,제품 선택 화면 맨 하단에 가면 IoT 게이트웨이,NA,NA,NA,NA
18006,18007,18007,5,화면,화면 이미지에 나타나는 일부 응용 프로그램은,NA,NA,NA,NA
18007,18008,18008,5,사용,활용도가 높아지고 똑똑해져서 더욱 만족스럽게 사용 중인데요,NA,NA,NA,NA
18008,18009,18009,5,사용,연결 설정을 통해서 우리 집에서 사용 중인 에어컨 제습기 공기청정기와 연동이,NA,NA,NA,NA
18009,18010,18010,5,사용,상황을 제공하기 때문에 보다 편리하게 사용 가능하고요,NA,NA,NA,NA
18010,18011,18011,5,사용,이미 사용 중인 LG 가전제품에 LG 스마트씽큐,NA,NA,NA,NA
18011,18012,18012,5,사용,사용할 수 있습니다,NA,NA,NA,NA
18012,18013,18013,5,사용,않았던 가전까지 스마트씽큐 센서와 연동하여 사용 가능하며 자체적으로 스마트폰과 연결하여 무선,NA,NA,NA,NA
18013,18014,18014,5,사용,집에서 사용 중인 가전과 연결하니정말 편하고 좋더라고요,NA,NA,NA,NA
18014,18015,18015,5,사용,cshee32 / 221084221425 덕분에 집에서 사용 중인 가전 제어를음성으로 편히 할,NA,NA,NA,NA
18015,18016,18016,5,사용,' 라는 명령어를 하면 거실에서 사용 중인 에어컨 로봇청소기 공기청정기가 켜지게,NA,NA,NA,NA
18016,18017,18017,5,사용,평상시에는 사용 중인 스마트폰과 연결하여 블루투스 스피커로,NA,NA,NA,NA
18018,18019,18019,5,사용,고객의 제품 사용 패턴과 IoT 를 통해 날씨,NA,NA,NA,NA
18019,18020,18020,5,사용,구글이 인공지능 서비스를 일반 사용자들이 사용 가능하도록 만든 것은 바로 구글,NA,NA,NA,NA
