,Unnamed: 0,brand,category,words,emotion,sim
584,828,0,8,키즈 ,999,0.47093015909194946
585,634,0,8,홈 ,999,0.47074127197265625
586,1147,0,5,로그인 ,999,0.47038036584854126
587,2815,0,1,이용권 ,999,0.4701591730117798
588,3066,0,6,할인 ,999,0.4701591730117798
589,41,0,4,시장 ,999,0.4700556993484497
590,2504,0,0,품절 ,999,0.46944892406463623
591,1423,0,5,콘 ,999,0.4685731828212738
592,2190,0,0,귀욤 ,999,0.46831321716308594
593,666,0,8,얘기 ,999,0.4682753086090088
594,2689,0,1,요금 ,999,0.4682185649871826
595,3907,0,7,발음 ,999,0.46778303384780884
596,101,0,4,사물 ,999,0.46749740839004517
597,4097,0,2,작동 ,999,0.4672603905200958
598,2658,0,0,흰색 ,999,0.4671696126461029
599,1106,0,8,생활 ,999,0.46697115898132324
600,1489,0,5,은행 ,999,0.46650198101997375
601,160,0,4,크리스탈 ,999,0.46636632084846497
602,320,0,4,수행 ,999,0.46617352962493896
603,321,0,4,실행 ,999,0.466161847114563
604,128,0,4,소통 ,999,0.466114342212677
605,2978,0,6,우울 ,999,0.46591806411743164
606,3036,0,6,아이디 ,999,0.4655291438102722
607,382,0,4,이해 ,999,0.46445417404174805
608,984,0,8,조작 ,999,0.46438443660736084
609,2941,0,1,주가 ,999,0.4643784761428833
610,1651,0,5,구매자 ,999,0.46409839391708374
611,2792,0,1,배송 ,999,0.4638155996799469
612,1618,0,5,큐 ,999,0.46375542879104614
613,856,0,8,다양 ,999,0.4637456238269806
614,2793,0,1,품절 ,999,0.4636288583278656
615,3469,0,7,파트너 ,999,0.4632030725479126
616,3037,0,6,계정 ,999,0.46277523040771484
617,1297,0,5,촬영 ,999,0.4622119665145874
618,102,0,4,전망 ,999,0.46173518896102905
619,263,0,4,너 ,999,0.4613775908946991
620,1240,0,5,아이디 ,999,0.4609389305114746
621,636,0,8,기업 ,999,0.46081170439720154
622,3413,0,7,게임 ,999,0.46026039123535156
623,2097,0,0,윗부분 ,999,0.4601573348045349
624,1835,0,5,호출 ,999,0.4601064920425415
625,446,0,4,택시 ,999,0.4601064920425415
626,1150,0,5,설치 ,999,0.4601006805896759
627,3234,0,7,날짜 ,999,0.45999202132225037
628,103,0,4,플랫폼 ,999,0.4597133994102478
629,4034,0,2,자랑 ,999,0.45928701758384705
630,2660,0,0,민트 ,999,0.4590238928794861
631,1865,0,5,청취 ,999,0.4589328169822693
632,3358,0,7,자장가 ,999,0.45855891704559326
633,1151,0,5,작동 ,999,0.45854902267456055
634,3414,0,7,동요 ,999,0.4585385322570801
635,2401,0,0,덕분 ,999,0.45850223302841187
636,2574,0,0,휠 ,999,0.4580973982810974
637,1619,0,5,냉장고 ,999,0.45793092250823975
638,1652,0,5,물량 ,999,0.45779332518577576
639,3038,0,6,회원 ,999,0.4576699137687683
640,2402,0,0,집안 ,999,0.4572523534297943
641,2942,0,1,조회 ,999,0.4572494924068451
642,2816,0,1,만 ,999,0.45707017183303833
643,228,0,4,라디오 ,999,0.4569724202156067
644,891,0,8,아리아 ,999,0.4569724202156067
645,1009,0,8,제공 ,999,0.4567689597606659
646,3470,0,7,지원 ,999,0.4567689597606659
647,4064,0,2,아스텔앤컨 ,999,0.4565759301185608
648,2098,0,0,터치 ,999,0.4565526843070984
649,695,0,8,스트리밍 ,999,0.4564897418022156
650,3129,0,6,이용 ,999,0.4564897418022156
651,2344,0,0,녹색 ,999,0.455857515335083
652,4065,0,2,고음 ,999,0.45581144094467163
653,129,0,4,맥락 ,999,0.45551326870918274
654,104,0,4,러닝 ,999,0.4552180767059326
655,4264,0,3,거치대 ,999,0.4551687240600586
656,1153,0,5,구동 ,999,0.4550734758377075
657,1072,0,8,장착 ,999,0.4550342559814453
658,2345,0,0,초록 ,999,0.4548279047012329
659,1107,0,8,라이프 ,999,0.4547118544578552
660,105,0,4,기반 ,999,0.45467087626457214
661,2943,0,1,미세먼지 ,999,0.45435094833374023
662,1866,0,5,브리핑 ,999,0.4543079137802124
663,3632,0,7,온도 ,999,0.4542807638645172
664,2727,0,1,당첨 ,999,0.4538251459598541
665,2691,0,1,금액 ,999,0.4530077874660492
666,1867,0,5,음악 ,999,0.45298290252685547
667,3011,0,6,팟캐스트 ,999,0.4529828727245331
668,601,0,8,선택 ,999,0.45294302701950073
669,3633,0,7,지역 ,999,0.45277929306030273
670,1929,0,5,내장 ,999,0.45273199677467346
671,1653,0,5,위드 ,999,0.4526243507862091
672,1073,0,8,내장 ,999,0.4526098668575287
673,1074,0,8,스피커 ,999,0.45259737968444824
674,1523,0,5,임대료 ,999,0.4523804187774658
675,1333,0,5,어플리케이션 ,999,0.45228686928749084
676,3598,0,7,해외 ,999,0.4520082175731659
677,1458,0,5,보이 ,999,0.4517640471458435
678,2211,0,0,메시지 ,999,0.4517640471458435
679,2067,0,0,무게 ,999,0.45119744539260864
680,266,0,4,얘 ,999,0.4510059952735901
681,2819,0,1,원 ,999,0.450813889503479
682,2979,0,6,말 ,999,0.45059287548065186
683,68,0,4,버디 ,999,0.4505866467952728
684,4001,0,2,소음 ,999,0.4505305290222168
685,106,0,4,인간 ,999,0.4498227834701538
686,2631,0,0,아기 ,999,0.4495737552642822
687,3039,0,6,클럽 ,999,0.44924089312553406
688,2324,0,0,본품 ,999,0.44922688603401184
689,2661,0,0,티탄 ,999,0.44917094707489014
690,2980,0,6,대답 ,999,0.448788583278656
691,267,0,4,노래 ,999,0.448788583278656
692,2795,0,1,가입자 ,999,0.4487161934375763
693,1808,0,5,톡 ,999,0.4483811557292938
694,1155,0,5,포트 ,999,0.4482780992984772
695,3657,0,7,참고 ,999,0.4481895864009857
696,3563,0,7,키즈 ,999,0.4481668174266815
697,3845,0,7,결과 ,999,0.4475504755973816
698,3291,0,7,서울 ,999,0.4473341107368469
699,1075,0,8,공개 ,999,0.4472922086715698
700,3634,0,7,공기 ,999,0.4472772479057312
701,637,0,8,영역 ,999,0.4472000002861023
702,667,0,8,문장 ,999,0.4471546411514282
703,43,0,4,탄생 ,999,0.44715169072151184
704,2346,0,0,윗면 ,999,0.4468558430671692
705,1392,0,5,누구 ,999,0.4468328058719635
706,4,0,4,디바이스 ,999,0.4468327760696411
707,1809,0,5,채팅 ,999,0.44671493768692017
708,2944,0,1,외 ,999,0.4466511011123657
709,4192,0,3,출력 ,999,0.44658640027046204
710,2100,0,0,구멍 ,999,0.44644391536712646
711,2844,0,1,멜론 ,999,0.4463713765144348
712,3040,0,6,개월 ,999,0.4463713467121124
713,3041,0,6,정액 ,999,0.446189284324646
714,3908,0,7,반복 ,999,0.44557586312294006
715,3941,0,7,일 ,999,0.4455145597457886
716,107,0,4,딥 ,999,0.44551342725753784
717,4098,0,2,조작 ,999,0.44540101289749146
718,4193,0,3,무게 ,999,0.44538170099258423
719,108,0,4,산업 ,999,0.445128858089447
720,2693,0,1,비교 ,999,0.44479525089263916
721,4002,0,2,파도 ,999,0.44465845823287964
722,3042,0,6,카카오 ,999,0.4442903399467468
723,2597,0,0,테마 ,999,0.4440991282463074
724,3067,0,6,특별 ,999,0.44391268491744995
725,3360,0,7,음악 ,999,0.44377806782722473
726,3013,0,6,아침 ,999,0.44377800822257996
727,288,0,4,물리 ,999,0.4435388743877411
728,2905,0,1,오디오 ,999,0.4434109032154083
729,4123,0,2,프리미엄 ,999,0.44341087341308594
730,2729,0,1,약정 ,999,0.44331398606300354
731,1960,0,5,안드로이드 ,999,0.4433129131793976
732,829,0,8,오디오북 ,999,0.4431222677230835
733,1173,0,5,원격 ,999,0.44305527210235596
734,2068,0,0,부분 ,999,0.44284477829933167
735,3599,0,7,미국 ,999,0.44255000352859497
736,2468,0,0,인기 ,999,0.44233977794647217
737,830,0,8,퐁 ,999,0.44194847345352173
738,3043,0,6,랜덤 ,999,0.4418267607688904
739,1654,0,5,메이커스 ,999,0.4417799115180969
740,2443,0,0,소재 ,999,0.44166475534439087
741,4228,0,3,아래쪽 ,999,0.44156938791275024
742,2101,0,0,잭 ,999,0.4415605664253235
743,638,0,8,분야 ,999,0.44071048498153687
744,2102,0,0,정지 ,999,0.4401164948940277
745,1588,0,5,갤럭시 ,999,0.44001415371894836
746,2103,0,0,물리 ,999,0.43982404470443726
747,1156,0,5,순서 ,999,0.4397822618484497
748,1714,0,5,결제 ,999,0.43956226110458374
749,1042,0,8,선라이즈 ,999,0.4395294487476349
750,4099,0,2,전원 ,999,0.439317524433136
751,2599,0,0,밤 ,999,0.4391767680644989
752,3757,0,7,긴급 ,999,0.4391500651836395
753,3785,0,7,금융 ,999,0.43911904096603394
754,1158,0,5,활성 ,999,0.4390617609024048
755,4265,0,3,타입 ,999,0.43899694085121155
756,917,0,8,추가 ,999,0.4389111399650574
757,45,0,4,세상 ,999,0.4389062821865082
758,3044,0,6,파격 ,999,0.43885987997055054
759,2981,0,6,얘 ,999,0.4386911392211914
760,4036,0,2,트위터 ,999,0.43844643235206604
761,2798,0,1,메이커스 ,999,0.4383716583251953
762,2799,0,1,특가 ,999,0.43830937147140503
763,1393,0,5,이후 ,999,0.43800002336502075
764,2069,0,0,제품 ,999,0.4379272758960724
765,3361,0,7,요리 ,999,0.4377337694168091
766,2873,0,1,알파 ,999,0.43756335973739624
767,109,0,4,접목 ,999,0.4374021291732788
768,2326,0,0,전용 ,999,0.43727725744247437
769,2730,0,1,가입 ,999,0.43707525730133057
770,3046,0,6,로그인 ,999,0.43707284331321716
771,3362,0,7,엄마 ,999,0.4369586706161499
772,3786,0,7,피자 ,999,0.43680644035339355
773,1108,0,8,무엇 ,999,0.43665266036987305
774,268,0,4,걸 ,999,0.4366247057914734
775,2800,0,1,구매자 ,999,0.4363483190536499
776,4100,0,2,정지 ,999,0.43627169728279114
777,110,0,4,향후 ,999,0.43620508909225464
778,831,0,8,재미 ,999,0.43606600165367126
779,4194,0,3,동작 ,999,0.436061292886734
780,2601,0,0,우울 ,999,0.4352891743183136
781,1810,0,5,메모 ,999,0.4351414442062378
782,2847,0,1,기간 ,999,0.43482327461242676
783,46,0,4,소개 ,999,0.43476077914237976
784,513,0,4,네이버 ,999,0.4347454309463501
785,1589,0,5,스턴트 ,999,0.43437159061431885
786,696,0,8,활용 ,999,0.4343149662017822
787,3811,0,7,취향 ,999,0.434189110994339
788,2327,0,0,안쪽 ,999,0.4341881275177002
789,985,0,8,설정 ,999,0.4340378940105438
790,1275,0,5,조절 ,999,0.4340378940105438
791,3415,0,7,어린이 ,999,0.4339880347251892
792,3190,0,6,정지 ,999,0.4339279532432556
793,2801,0,1,선착순 ,999,0.43387770652770996
794,2329,0,0,종이 ,999,0.43383920192718506
795,602,0,8,청색 ,999,0.43379586935043335
796,1298,0,5,화면 ,999,0.43357181549072266
797,986,0,8,정지 ,999,0.4335193336009979
798,697,0,8,이용권 ,999,0.4332633316516876
799,1930,0,5,어댑터 ,999,0.4331623315811157
800,3363,0,7,겨울 ,999,0.43297308683395386
801,3015,0,6,날씨 ,999,0.43286746740341187
802,2348,0,0,상태 ,999,0.43267011642456055
803,791,0,8,공부 ,999,0.432536244392395
804,2277,0,0,속 ,999,0.43251609802246094
805,1620,0,5,씽 ,999,0.43233436346054077
806,322,0,4,마디 ,999,0.4321745038032532
807,1655,0,5,시 ,999,0.43202370405197144
808,2848,0,1,쿠폰 ,999,0.43200623989105225
809,1740,0,5,스포츠 ,999,0.43147870898246765
810,1076,0,8,기반 ,999,0.4311336278915405
811,987,0,8,변경 ,999,0.43080639839172363
812,2105,0,0,아래쪽 ,999,0.43070077896118164
813,111,0,4,기술력 ,999,0.43067657947540283
814,3133,0,6,유료 ,999,0.4306536912918091
815,3658,0,7,주요 ,999,0.43056994676589966
816,289,0,4,핀 ,999,0.4304240345954895
817,2106,0,0,왼쪽 ,999,0.4302870035171509
818,475,0,4,인사 ,999,0.4301677942276001
819,792,0,8,스트레스 ,999,0.43006789684295654
820,2330,0,0,비닐 ,999,0.4300077557563782
821,832,0,8,딸아이 ,999,0.4299100935459137
822,2802,0,1,천 ,999,0.42989522218704224
823,384,0,4,초록 ,999,0.4298231601715088
824,2874,0,1,하루 ,999,0.4296948313713074
825,2193,0,0,어 ,999,0.4296588897705078
826,988,0,8,파란색 ,999,0.42949938774108887
827,4003,0,2,녹음 ,999,0.42938122153282166
828,3600,0,7,팟 ,999,0.4291883707046509
829,639,0,8,시스템 ,999,0.42917150259017944
830,3293,0,7,비 ,999,0.4290851354598999
831,540,0,8,무드 ,999,0.42897868156433105
832,2576,0,0,기능 ,999,0.42897868156433105
833,895,0,8,브리핑 ,999,0.42888861894607544
834,48,0,4,우리 ,999,0.42885300517082214
835,2248,0,0,일본 ,999,0.4288019835948944
836,4266,0,3,터 ,999,0.42856183648109436
837,668,0,8,장면 ,999,0.4285569190979004
838,4267,0,3,무선 ,999,0.4284844398498535
839,793,0,8,편안 ,999,0.4284844398498535
840,1931,0,5,케이블 ,999,0.4284844398498535
841,112,0,4,알파 ,999,0.4284489154815674
842,290,0,4,구멍 ,999,0.42838555574417114
843,4295,0,3,동봉 ,999,0.4282907247543335
844,2731,0,1,신청 ,999,0.4282363951206207
845,4195,0,3,포터블 ,999,0.42818987369537354
846,1992,0,5,쥴 ,999,0.42818424105644226
847,859,0,8,이외 ,999,0.42786914110183716
848,698,0,8,무제한 ,999,0.42785483598709106
849,4268,0,3,연결 ,999,0.4278210401535034
850,603,0,8,오로라 ,999,0.4277878403663635
851,4004,0,2,잠 ,999,0.4277585446834564
852,3416,0,7,구구단 ,999,0.4276154041290283
853,2636,0,0,색채 ,999,0.4275721311569214
854,3364,0,7,노래 ,999,0.4273872971534729
855,571,0,8,방식 ,999,0.42731529474258423
856,447,0,4,출어 ,999,0.4272273778915405
857,833,0,8,놀이 ,999,0.42720478773117065
858,2444,0,0,거실 ,999,0.4271320700645447
859,1210,0,5,음량 ,999,0.4270165264606476
860,324,0,4,예 ,999,0.42693158984184265
861,2638,0,0,편안 ,999,0.42685753107070923
862,3017,0,6,장르 ,999,0.4263618588447571
863,2331,0,0,패키지 ,999,0.4261007606983185
864,2577,0,0,수면 ,999,0.42596176266670227
865,3502,0,7,지식 ,999,0.42548641562461853
866,834,0,8,잠 ,999,0.42543160915374756
867,3417,0,7,문장 ,999,0.4252430200576782
868,291,0,4,후면 ,999,0.4246758222579956
869,4125,0,2,미디어 ,999,0.4245201647281647
870,699,0,8,결제 ,999,0.42413395643234253
871,989,0,8,작동 ,999,0.4240529537200928
872,1043,0,8,아침 ,999,0.4240064024925232
873,4126,0,2,노트북 ,999,0.4239913523197174
874,669,0,8,우울 ,999,0.4239635169506073
875,4296,0,3,오른쪽 ,999,0.4238623380661011
876,2823,0,1,특별 ,999,0.4238508343696594
877,3366,0,7,새벽 ,999,0.4237697124481201
878,415,0,4,스무고개 ,999,0.42370325326919556
879,2732,0,1,고민 ,999,0.42361265420913696
880,670,0,8,이름 ,999,0.42358535528182983
881,2945,0,1,인물 ,999,0.42357519268989563
882,2030,0,5,브 ,999,0.4234594702720642
883,2804,0,1,판 ,999,0.4234369993209839
884,3254,0,7,소요 ,999,0.42326557636260986
885,1621,0,5,휴 ,999,0.42317962646484375
886,2071,0,0,바디 ,999,0.42314648628234863
887,1335,0,5,다운로드 ,999,0.423112690448761
888,2445,0,0,집들이 ,999,0.4230903685092926
889,4269,0,3,재질 ,999,0.422977089881897
890,1590,0,5,기업 ,999,0.42265552282333374
891,2946,0,1,정보 ,999,0.4225703775882721
892,1680,0,5,통신 ,999,0.422482967376709
893,3602,0,7,달러 ,999,0.422433078289032
894,3072,0,6,증정 ,999,0.4222952127456665
895,292,0,4,잭 ,999,0.42221707105636597
896,1044,0,8,수면 ,999,0.4220190644264221
897,2748,0,1,이용 ,999,0.42195141315460205
898,700,0,8,무료 ,999,0.42195141315460205
899,1870,0,5,날씨 ,999,0.42191770672798157
900,293,0,4,개 ,999,0.42162275314331055
901,640,0,8,국내 ,999,0.421350359916687
902,835,0,8,영어 ,999,0.421205073595047
903,3419,0,7,동화 ,999,0.4212050437927246
904,1161,0,5,접속 ,999,0.4208642542362213
905,1682,0,5,브로드밴드 ,999,0.4208318889141083
906,3847,0,7,응원 ,999,0.420787513256073
907,2333,0,0,원통형 ,999,0.4207732081413269
908,294,0,4,왼쪽 ,999,0.4206741750240326
909,3471,0,7,이용 ,999,0.42049339413642883
910,1211,0,5,오디오 ,999,0.42048728466033936
911,4127,0,2,블루투스 ,999,0.42048725485801697
912,2155,0,0,반품 ,999,0.4200996160507202
913,1933,0,5,선 ,999,0.41999107599258423
914,270,0,4,단어 ,999,0.41997286677360535
915,2108,0,0,조절 ,999,0.41975104808807373
916,990,0,8,버튼 ,999,0.41975101828575134
917,1299,0,5,실감 ,999,0.4194888770580292
918,4297,0,3,안쪽 ,999,0.41947320103645325
919,1278,0,5,실행 ,999,0.41928839683532715
920,2603,0,0,기분 ,999,0.41919654607772827
921,671,0,8,감정 ,999,0.41915953159332275
922,350,0,4,자기 ,999,0.41913163661956787
923,325,0,4,초록색 ,999,0.41905564069747925
924,2073,0,0,측면 ,999,0.4190095067024231
925,1212,0,5,잭 ,999,0.41895514726638794
926,1394,0,5,제품 ,999,0.41881316900253296
927,672,0,8,속 ,999,0.4186483323574066
928,2031,0,5,저희 ,999,0.4186233580112457
929,1213,0,5,출력 ,999,0.4185107350349426
930,4067,0,2,카돈 ,999,0.41842740774154663
931,641,0,8,확대 ,999,0.41830918192863464
932,4298,0,3,개봉 ,999,0.41815251111984253
933,1622,0,5,로봇 ,999,0.41809678077697754
934,1162,0,5,콘센트 ,999,0.41801053285598755
935,295,0,4,우퍼 ,999,0.41788846254348755
936,2446,0,0,스탠드 ,999,0.41769760847091675
937,271,0,4,문장 ,999,0.41766420006752014
938,2824,0,1,상품 ,999,0.4175474941730499
939,3689,0,7,확인 ,999,0.41712793707847595
940,3603,0,7,안드로이드 ,999,0.41704726219177246
941,4068,0,2,앰프 ,999,0.4169424772262573
942,3421,0,7,단어 ,999,0.41678962111473083
943,1934,0,5,충전기 ,999,0.4166170060634613
944,2109,0,0,위치 ,999,0.4162732660770416
945,1837,0,5,맵 ,999,0.4161962866783142
946,1045,0,8,기상 ,999,0.4160246253013611
947,2110,0,0,밑 ,999,0.4158352315425873
948,2378,0,0,짱구 ,999,0.4157976508140564
949,573,0,8,불가 ,999,0.4157641530036926
950,1110,0,8,이제 ,999,0.41575828194618225
951,3604,0,7,하반기 ,999,0.4157103896141052
952,3422,0,7,퐁 ,999,0.4156811535358429
953,2642,0,0,책 ,999,0.4154621958732605
954,2279,0,0,설명 ,999,0.4153654873371124
955,3659,0,7,모습 ,999,0.4153654873371124
956,476,0,4,누가 ,999,0.41531258821487427
957,3873,0,7,알파 ,999,0.41529425978660583
958,4272,0,3,공급 ,999,0.4150659441947937
959,1163,0,5,외부 ,999,0.41475826501846313
960,49,0,4,씽 ,999,0.41464829444885254
961,2075,0,0,멀 ,999,0.4145680069923401
962,113,0,4,삼성전자 ,999,0.41455572843551636
963,643,0,8,예정 ,999,0.4144597053527832
964,132,0,4,브리핑 ,999,0.4144490659236908
965,2195,0,0,노란색 ,999,0.41444510221481323
966,50,0,4,핫 ,999,0.41427016258239746
967,133,0,4,사용자 ,999,0.41425061225891113
968,1243,0,5,애플리케이션 ,999,0.41422519087791443
969,1656,0,5,수량 ,999,0.4140926003456116
970,3564,0,7,채널 ,999,0.4140198826789856
971,1741,0,5,콘텐츠 ,999,0.4140198826789856
972,2196,0,0,노랑 ,999,0.4140129089355469
973,574,0,8,방법 ,999,0.41392356157302856
974,114,0,4,분야 ,999,0.41388243436813354
975,52,0,4,진화 ,999,0.41368478536605835
976,2852,0,1,이틀 ,999,0.41333067417144775
977,2032,0,5,벽 ,999,0.41317009925842285
978,4273,0,3,뒤쪽 ,999,0.4131334722042084
979,327,0,4,조작 ,999,0.413097620010376
980,3503,0,7,레시피 ,999,0.41306692361831665
981,416,0,4,플 ,999,0.41300636529922485
982,4198,0,3,대기 ,999,0.4129953682422638
983,2735,0,1,샵 ,999,0.41292670369148254
984,541,0,8,음성 ,999,0.41292327642440796
985,4301,0,3,호환 ,999,0.41283756494522095
986,4038,0,2,베이스 ,999,0.4128357768058777
987,1164,0,5,녹색 ,999,0.4127807319164276
988,1426,0,5,이제 ,999,0.4125980734825134
989,3605,0,7,시리 ,999,0.41257113218307495
990,1526,0,5,컴팩트 ,999,0.4125289022922516
991,69,0,4,리모컨 ,999,0.4125274121761322
992,673,0,8,대화 ,999,0.41249120235443115
993,644,0,8,기술 ,999,0.4124903082847595
994,115,0,4,서비스 ,999,0.4124903082847595
995,1683,0,5,센터 ,999,0.41238996386528015
996,3423,0,7,교육 ,999,0.41235536336898804
997,4128,0,2,플레이어 ,999,0.41231769323349
998,2605,0,0,파티 ,999,0.41204243898391724
999,135,0,4,학습 ,999,0.41203299164772034
1000,702,0,8,경우 ,999,0.4120029807090759
1001,230,0,4,발화 ,999,0.4119614362716675
1002,1657,0,5,정가 ,999,0.4119304418563843
1003,54,0,4,대세 ,999,0.4118272662162781
1004,116,0,4,세계 ,999,0.41178885102272034
1005,3020,0,6,집안일 ,999,0.4114924669265747
1006,4199,0,3,전력 ,999,0.411284863948822
1007,1175,0,5,태블릿 ,999,0.41113680601119995
1008,1838,0,5,목적지 ,999,0.4109739661216736
1009,991,0,8,빛 ,999,0.41083869338035583
1010,1551,0,5,금융 ,999,0.4108009338378906
1011,2447,0,0,유행 ,999,0.410653680562973
1012,3326,0,7,스포츠 ,999,0.41064006090164185
1013,2643,0,0,전등 ,999,0.4105440080165863
1014,2033,0,5,시청 ,999,0.4102930426597595
1015,1245,0,5,락 ,999,0.41028350591659546
1016,296,0,4,내장 ,999,0.41020849347114563
1017,55,0,4,핵심 ,999,0.41019612550735474
1018,56,0,4,이슈 ,999,0.4101630747318268
1019,1935,0,5,포터블 ,999,0.4099976718425751
1020,1395,0,5,텔레콤 ,999,0.4099610447883606
1021,1361,0,5,개통 ,999,0.4098657965660095
1022,3073,0,6,공짜 ,999,0.4096468687057495
1023,3297,0,7,그날 ,999,0.40961652994155884
1024,231,0,4,파도 ,999,0.40946924686431885
1025,575,0,8,자동 ,999,0.4094179570674896
1026,604,0,8,분홍 ,999,0.4093036353588104
1027,3255,0,7,길 ,999,0.4092973470687866
1028,3874,0,7,바둑 ,999,0.4092869162559509
1029,3371,0,7,주말 ,999,0.40907931327819824
1030,703,0,8,무제 ,999,0.409064918756485
1031,2749,0,1,무제 ,999,0.4090043008327484
1032,645,0,8,향후 ,999,0.40897753834724426
1033,3606,0,7,이세돌 ,999,0.40897178649902344
1034,836,0,8,노래 ,999,0.40895625948905945
1035,2983,0,6,동화 ,999,0.40895622968673706
1036,2700,0,1,성능 ,999,0.4088571071624756
1037,3241,0,7,말 ,999,0.4088440239429474
1038,1839,0,5,소요 ,999,0.40875136852264404
1039,3298,0,7,요즘 ,999,0.4087112843990326
1040,57,0,4,시대 ,999,0.4086955785751343
1041,1461,0,5,창 ,999,0.40863752365112305
1042,3372,0,7,딸아이 ,999,0.4085577130317688
1043,297,0,4,모양 ,999,0.40852391719818115
1044,1623,0,5,케어 ,999,0.4084557890892029
1045,4102,0,2,터치 ,999,0.40842515230178833
1046,1936,0,5,배터리 ,999,0.4081345200538635
1047,4007,0,2,기상 ,999,0.40806564688682556
1048,2449,0,0,매력 ,999,0.4080374538898468
1049,2805,0,1,절반 ,999,0.408025324344635
1050,232,0,4,날씨 ,999,0.4079233407974243
1051,3243,0,7,아리아 ,999,0.4079233407974243
1052,3762,0,7,앤 ,999,0.40780219435691833
1053,4103,0,2,조정 ,999,0.40779638290405273
1054,1494,0,5,주소 ,999,0.4077483117580414
1055,900,0,8,감상 ,999,0.4076918363571167
1056,646,0,8,금융 ,999,0.407645583152771
1057,1216,0,5,음질 ,999,0.4076286554336548
1058,3504,0,7,인물 ,999,0.40742412209510803
1059,901,0,8,음식 ,999,0.4073861837387085
1060,3047,0,6,오디오북 ,999,0.40730494260787964
1061,1217,0,5,휴대 ,999,0.40723133087158203
1062,2509,0,0,클로 ,999,0.40722811222076416
1063,1495,0,5,도미노 ,999,0.4072262942790985
1064,3021,0,6,알람 ,999,0.40721607208251953
1065,4104,0,2,휠 ,999,0.4071917235851288
1066,117,0,4,도입 ,999,0.40706008672714233
1067,1428,0,5,편리 ,999,0.40698009729385376
1068,1111,0,8,리모컨 ,999,0.40698006749153137
1069,2854,0,1,메이트 ,999,0.4069401025772095
1070,3968,0,7,피드백 ,999,0.4069194495677948
1071,3327,0,7,주가 ,999,0.40690547227859497
1072,3299,0,7,안녕 ,999,0.4068967401981354
1073,118,0,4,적용 ,999,0.40668436884880066
1074,794,0,8,출산 ,999,0.4066760540008545
1075,1362,0,5,다운 ,999,0.40667518973350525
1076,4201,0,3,컴팩트 ,999,0.40658116340637207
1077,119,0,4,인터페이스 ,999,0.4065239429473877
1078,2579,0,0,등 ,999,0.4063929319381714
1079,2111,0,0,음량 ,999,0.4063263237476349
1080,273,0,4,밥 ,999,0.40631645917892456
1081,2645,0,0,템 ,999,0.4062770903110504
1082,3472,0,7,차별 ,999,0.40615326166152954
1083,1591,0,5,글로벌 ,999,0.4061146080493927
1084,862,0,8,예 ,999,0.406008780002594
1085,1658,0,5,파격 ,999,0.40589532256126404
1086,298,0,4,상단 ,999,0.40576422214508057
1087,58,0,4,경쟁 ,999,0.40574878454208374
1088,1218,0,5,스피커 ,999,0.40562164783477783
1089,3909,0,7,이해 ,999,0.40546122193336487
1090,120,0,4,자연어 ,999,0.40531086921691895
1091,299,0,4,장착 ,999,0.4052378535270691
1092,59,0,4,비서 ,999,0.40518805384635925
1093,1553,0,5,한영사전 ,999,0.4051583409309387
1094,1592,0,5,미국 ,999,0.4051198363304138
1095,3100,0,6,벅스 ,999,0.40495210886001587
1096,2159,0,0,탑 ,999,0.4049485921859741
1097,1624,0,5,허브 ,999,0.4049185514450073
1098,2906,0,1,튜닝 ,999,0.40470975637435913
1099,3392,0,7,재생 ,999,0.40469932556152344
1100,2985,0,6,딸 ,999,0.40465229749679565
1101,3300,0,7,포스팅 ,999,0.40457770228385925
1102,1341,0,5,초기 ,999,0.4045494794845581
1103,704,0,8,제한 ,999,0.4045174717903137
1104,2947,0,1,은행 ,999,0.40450549125671387
1105,1993,0,5,통화 ,999,0.4044420123100281
1106,1279,0,5,모드 ,999,0.4042263627052307
1107,233,0,4,땐 ,999,0.40414437651634216
1108,2112,0,0,중앙 ,999,0.40401554107666016
1109,121,0,4,미래 ,999,0.40397799015045166
1110,1625,0,5,가스 ,999,0.40392881631851196
1111,1593,0,5,발표 ,999,0.40376996994018555
1112,2380,0,0,스티커 ,999,0.4037357270717621
1113,2197,0,0,신청서 ,999,0.40347009897232056
1114,1280,0,5,기상 ,999,0.4034227430820465
1115,300,0,4,중앙 ,999,0.40328365564346313
1116,3424,0,7,번역 ,999,0.40323126316070557
1117,60,0,4,주목 ,999,0.4027966856956482
1118,3192,0,6,플레이 ,999,0.4027431309223175
1119,1046,0,8,시간 ,999,0.4027346670627594
1120,2739,0,1,칭 ,999,0.40270695090293884
1121,3074,0,6,혜택 ,999,0.40216684341430664
1122,2741,0,1,돈 ,999,0.40203404426574707
1123,3565,0,7,엔진 ,999,0.40203386545181274
1124,301,0,4,하단 ,999,0.4019387662410736
1125,838,0,8,딸 ,999,0.40186408162117004
1126,352,0,4,출근 ,999,0.40171873569488525
1127,3607,0,7,한국어 ,999,0.4016730487346649
1128,1219,0,5,라우터 ,999,0.40158984065055847
1129,1166,0,5,충전 ,999,0.4015607237815857
1130,4105,0,2,패브릭 ,999,0.4015170931816101
1131,2580,0,0,픽 ,999,0.4015026092529297
1132,2664,0,0,마음 ,999,0.40145426988601685
1133,4106,0,2,페어링 ,999,0.4014449417591095
