,Unnamed: 0,X,category,key,sentences,senti,score1,score2,score3
398111,398112,398112,0,미니,똑소리 나는 비서 클로바 프렌즈 미니 소개해 드린 적 있었잖아요,부정,100,0.033137409451763,0.25072893322731
398112,398113,398113,0,미니,들려드리려고 해요 ^ ^ 클로바 미니 브라운이 없을 때는 또 그런대로,부정,100,0.03891456253287,0.072856567952065
398113,398114,398114,0,미니,할 때도 유용하게 활용하는 클로바 미니,중립,100,0,0
398114,398115,398115,0,미니,' 카카오 미니 ( kakao mini ) ',중립,100,0,0
398115,398116,398116,0,미니,다요즘 미니 누구를,중립,100,0,0
398116,398117,398117,0,미니,멜론 덕분에 날개를 단 카카오 미니 ' 라는 기사가 과한 거짓은,중립,100,0.0519139671364,0.19438997821351
398118,398119,398119,0,미니,프렌즈 스피커 다음 카카오는 카카오 미니 엘지와 케이티와 에스케이는 각각 씽큐,중립,100,0,0
398119,398120,398120,0,미니,카카오 미니 스피커의 최대 가격이 110000 원인데,긍정,100,0.10011830819284,1.0807823129252
398120,398121,398121,0,미니,아무튼 이번엔 바로 오늘 카카오 미니 프렌즈의 2 차 판매가 시작되는,긍정,100,0.090927951187225,1.3554333580261
398121,398122,398122,0,미니,카카오 미니 스피커의 가격은 총 세 가지다,중립,100,0,0
398122,398123,398123,0,미니,누구 미니 본체 / 케이블선 / 설명서높이,중립,100,0,0
398123,398124,398124,0,미니,좋을것 같아요 ^ ^ 누구 미니 아랫부분에 스피커최대한의 사운드를 위해 스피커가,긍정,100,0.11555111555112,1.1555111555112
398124,398125,398125,0,미니,미니 뒤쪽으로 충전케이블과 블루투스버튼전원버튼도 함께 있어요,중립,100,0,0
398125,398126,398126,0,미니,누구 미니 활용법 중 특히 제가 잘,중립,100,0,0
398126,398127,398127,0,미니,하고 있어요 ^ ^ 누구 미니 쓰다보니 괜찮아서 누구도 욕심남,긍정,51.851851851852,0.030950999701,0.00499037999038
398127,398128,398128,0,미니,일단 카카오 미니 스피커를 써본 결과 장점을 간단하게,긍정,100,0.19761100541854,1.0969498910675
398128,398129,398129,0,미니,카카오 미니 스피커와 연동되어 있는 멜론 표시가,중립,100,0,0
398129,398130,398130,0,미니,밑에는 어뎁터가 있습니다 설명서와 함께 미니 제품입니다,중립,100,0,0
398130,398131,398131,0,미니,할때마다 완판되고 있는 신기한 카카오 미니,중립,100,0,0
398131,398132,398132,0,미니,미니 빔프로젝터에서 찾아볼 수 없는 두개의,부정,100,-0.065385044307761,-0.81289893006383
398132,398133,398133,0,미니,이동하면서 사은품으로 받게 된 누구 미니,중립,100,0,0
398133,398134,398134,0,미니,요이치 블루투스 미니 스피커 한손에 쏘옥 들어오는앙증귀염 발산,중립,100,0,0
398134,398135,398135,0,미니,태블릿거치대 핏스탠드 미니 하나만 챙겨갔어요 : ) 115,중립,100,0,0
398135,398136,398136,0,미니,요 작은 미니 태블릿거치대가 정말 힘이 어찌나 좋은지,긍정,100,0.12404749830967,1.2404749830967
398136,398137,398137,0,미니,라이언 미니 피규어를 만나니 정말 귀여웠는데요,긍정,100,0.17007214153267,1.226219276443
398137,398138,398138,0,미니,미니 스피커라면 음악감상을 빼놓고 이야기할 수,중립,100,0,0
398139,398140,398140,0,미니,미니 ' 를,NA,NA,NA,NA
398140,398141,398141,0,미니,카카오의 AI 스피커 ' 카카오 미니 ' 로 삼성전자의 냉장고 세탁기,중립,100,0,0
398141,398142,398142,0,미니,아마존 에코닷 구글 홈 미니 SKT 누구 미니 아마존 에코,중립,100,0,0
398142,398143,398143,0,미니,구글 홈 미니 SKT 누구 미니 아마존 에코 스팟 카카오미니네이버 웨이브,중립,100,0,0
398143,398144,398144,0,미니,KT 기가지니 SKT 누구 카카오 미니 네이버 클로바 등 다양한 브랜드에서,중립,100,0,0
398144,398145,398145,0,미니,한마디로 정보를 얻을 수 있습니다 미니 구성품은 간단하게 돼있습니다설명서 본체 충전,긍정,100,0.12085346215781,1.1207729468599
398145,398146,398146,0,미니,^ ; ; 깜찍한 누구 미니,중립,100,0,0
398146,398147,398147,0,미니,깜찍한 누구 미니,중립,100,0,0
398147,398148,398148,0,미니,스피커라고 부르는 누구 클로바 카카오 미니 KT 지니를 비롯해 아마존 에코까지,중립,100,0,0
398148,398149,398149,0,미니,= 카카오 미니 > > NUGU Mini 순으로,중립,100,0,0
398149,398150,398150,0,미니,음성인식은네이버 프렌즈 > 카카오 미니 > > > KT 지니,중립,100,0,0
398150,398151,398151,0,미니,> > > > 카카오 미니 ( 배터리 없음 ) 괄호안은,긍정,50.746268656716,0.0085470085470085,0.014705882352941
398151,398152,398152,0,미니,Mini : 이어폰 잭 제공카카오 미니 : 특이사항 없음공통적으로 불편한 점,부정,100,-0.13123700623701,-0.98529411764706
398153,398154,398154,0,미니,년 재약정을 해주면 ' 카카오 미니 ' 와,중립,100,0,0
398156,398157,398157,0,미니,역시 넌 센스가 넘쳐 고마워카카오 미니 포스팅이 조오금 늦었지만 리뷰를 해보자,긍정,50.666666666667,0.040546006066734,0.17670693417061
