,brand,category,words,emotion
437,0,5,"('기기', 0.38140392303466797)",999
438,0,5,"('앱', 0.37839844822883606)",999
439,0,5,"('연결', 0.3777781128883362)",999
440,0,5,"('스마트', 0.37332868576049805)",999
441,0,5,"('블루투스', 1.0)",999
442,0,5,"('페어링', 0.5639536380767822)",999
443,0,5,"('단자', 0.5197813510894775)",999
444,0,5,"('와이파이', 0.510935366153717)",999
445,0,5,"('무선', 0.4899706244468689)",999
446,0,5,"('파이', 0.4742738604545593)",999
447,0,5,"('연결', 0.4691659212112427)",999
448,0,5,"('스팟', 0.4369361698627472)",999
449,0,5,"('포트', 0.4335070252418518)",999
450,0,5,"('음량', 0.4270165264606476)",999
451,0,5,"('오디오', 0.42048728466033936)",999
452,0,5,"('연동', 1.0)",999
453,0,5,"('계정', 0.5765473246574402)",999
454,0,5,"('연결', 0.5648484230041504)",999
455,0,5,"('플', 0.5142367482185364)",999
456,0,5,"('연계', 0.5045110583305359)",999
457,0,5,"('설정', 0.46851807832717896)",999
458,0,5,"('등록', 0.46589696407318115)",999
459,0,5,"('앱', 0.4621403217315674)",999
460,0,5,"('아이디', 0.4609389305114746)",999
461,0,5,"('제어', 0.44201213121414185)",999
462,0,5,"('로그인', 0.42324042320251465)",999
463,0,5,"('통하', 1.0)",999
464,0,5,"('설정', 1.0)",999
465,0,5,"('지정', 0.5617525577545166)",999
466,0,5,"('세팅', 0.5483754873275757)",999
467,0,5,"('변경', 0.5478059649467468)",999
468,0,5,"('등록', 0.49310052394866943)",999
469,0,5,"('선택', 0.4907456636428833)",999
470,0,5,"('앱', 0.48980119824409485)",999
471,0,5,"('플', 0.47870582342147827)",999
472,0,5,"('연동', 0.46851810812950134)",999
473,0,5,"('계정', 0.4499337077140808)",999
474,0,5,"('연결', 0.43917399644851685)",999
475,0,5,"('영상', 1.0)",999
476,0,5,"('동영상', 0.6703228950500488)",999
477,0,5,"('촬영', 0.4622119665145874)",999
478,0,5,"('화면', 0.43357181549072266)",999
479,0,5,"('실감', 0.4194888770580292)",999
480,0,5,"('샷', 0.38935017585754395)",999
481,0,5,"('시연', 0.38607650995254517)",999
482,0,5,"('통화', 0.38267967104911804)",999
483,0,5,"('설명', 0.3553203344345093)",999
484,0,5,"('광고', 0.34355273842811584)",999
485,0,5,"('화질', 0.33956587314605713)",999
486,0,5,"('와이파이', 1.0)",999
487,0,5,"('연결', 0.6114473342895508)",999
488,0,5,"('네트워크', 0.5576300621032715)",999
489,0,5,"('스팟', 0.5532134175300598)",999
490,0,5,"('공유기', 0.5354313850402832)",999
491,0,5,"('파이', 0.5248005390167236)",999
492,0,5,"('블루투스', 0.5109353065490723)",999
493,0,5,"('어플리케이션', 0.45228686928749084)",999
494,0,5,"('무선', 0.42818212509155273)",999
495,0,5,"('다운로드', 0.423112690448761)",999
496,0,5,"('페어링', 0.4190698564052582)",999
497,0,5,"('핸드폰', 1.0)",999
498,0,5,"('휴대폰', 0.7640036940574646)",999
499,0,5,"('폰', 0.6153503656387329)",999
500,0,5,"('스마트폰', 0.6107311248779297)",999
501,0,5,"('개통', 0.4098657965660095)",999
502,0,5,"('다운', 0.40667518973350525)",999
503,0,5,"('플', 0.40650665760040283)",999
504,0,5,"('아이폰', 0.3961847126483917)",999
505,0,5,"('거', 0.37484702467918396)",999
506,0,5,"('와이파이', 0.3723227381706238)",999
507,0,5,"('때', 0.3677310347557068)",999
508,0,5,"('공기청정기', 1.0)",999
509,0,5,"('연동해', 1.0)",999
510,0,5,"('디바이스', 1.0)",999
511,0,5,"('기기', 0.4894624650478363)",999
512,0,5,"('누구', 0.4468328058719635)",999
513,0,5,"('이후', 0.43800002336502075)",999
514,0,5,"('제품', 0.41881316900253296)",999
515,0,5,"('텔레콤', 0.4099610447883606)",999
516,0,5,"('허브', 0.40107262134552)",999
517,0,5,"('스피커', 0.396218478679657)",999
518,0,5,"('와이파이', 0.3847707211971283)",999
519,0,5,"('캔', 0.3663056194782257)",999
520,0,5,"('번가', 0.3660985827445984)",999
521,0,5,"('리모컨', 1.0)",999
522,0,5,"('리모', 0.6506861448287964)",999
523,0,5,"('콘', 0.4685731828212738)",999
524,0,5,"('셋톱박스', 0.44186127185821533)",999
525,0,5,"('올레', 0.4172038435935974)",999
526,0,5,"('이제', 0.4125980734825134)",999
527,0,5,"('지니', 0.4125274121761322)",999
528,0,5,"('편리', 0.40698009729385376)",999
529,0,5,"('말귀', 0.40093371272087097)",999
